page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population,subregion_0,subregion_1,subregion_2
Thomas Charles Scanlen,Cape Colony,788098639,,,,,,,,,
Saul Solomon,Cape Colony,788361321,,,,,,,,,
Thomas Upington,Cape Colony,788717893,,,,,,,,,
Andries Stockenström (judge),Cape Colony,789120101,,,,,,,,,
Robert Wynyard,Cape Colony,789258720,,,,,,,,,
"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927,,,,,,,,,
Philip Edmond Wodehouse,Cape Colony,792178662,,,,,,,,,
Charles Aken Fairbridge,Cape Colony,793643575,,,,,,,,,
William Howley Goodenough,Cape Colony,794193433,,,,,,,,,
George Thomas Napier,Cape Colony,794346758,,,,,,,,,
William Butler (British Army officer),Cape Colony,794705198,,,,,,,,,
"Sir George Yonge, 5th Baronet",Cape Colony,795625420,,,,,,,,,
Christoffel Brand,Cape Colony,796352977,,,,,,,,,
Henry Barkly,Cape Colony,796646347,,,,,,,,,
Lord Charles Somerset,Cape Colony,797029963,,,,,,,,,
Benjamin D'Urban,Cape Colony,797735815,,,,,,,,,
John Charles Molteno,Cape Colony,797978795,,,,,,,,,
"George Macartney, 1st Earl Macartney",Cape Colony,798165649,,,,,,,,,
William Porter (Attorney General),Cape Colony,798383131,,,,,,,,,
David Tennant (politician),Cape Colony,798742813,,,,,,,,,
Andries Stockenström,Cape Colony,799373837,,,,,,,,,
"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,,,,,,,,,
Charles Henry Darling,Cape Colony,800159179,,,,,,,,,
John Paterson (Cape politician),Cape Colony,800767317,,,,,,,,,
John X. Merriman,Cape Colony,801351302,,,,,,,,,
Mpilo Walter Benson Rubusana,Cape Colony,801417570,,,,,,,,,
Henry Hugh Clifford,Cape Colony,801856640,,,,,,,,,
James Tennant Molteno,Cape Colony,801935094,,,,,,,,,
Leander Starr Jameson,Cape Colony,803177433,,,,,,,,,
Henry Bartle Frere,Cape Colony,803288472,,,,,,,,,
"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,,,,,,,,,
"Henry Loch, 1st Baron Loch",Cape Colony,803618569,,,,,,,,,
Francis Dundas,Cape Colony,803908887,,,,,,,,,
Lowry Cole,Cape Colony,804277547,,,,,,,,,
"Sir David Baird, 1st Baronet",Cape Colony,804362436,,,,,,,,,
James Rose Innes,Cape Colony,804497413,,,,,,,,,
Nicolaas Frederic de Waal,Cape Colony,805157563,,,,,,,,,
"John Charles Molteno, Jr.",Cape Colony,805678535,,,,,,,,,
"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,,,,,,,,,
Gordon Sprigg,Cape Colony,806340214,,,,,,,,,
Cecil Rhodes,Cape Colony,806647373,,,,,,,,,
George Grey,Cape Colony,807290539,,,,,,,,,
Peregrine Maitland,Cape Colony,807330872,,,,,,,,,
Thomas Francis Wade,Cape Colony,807401513,,,,,,,,,
"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266,,,,,,,,,
Park In-won,South Korean,703478926,,,,,,,,,
Kim Seung-kew,South Korean,716323288,,,,,,,,,
Seo Young-kyo,South Korean,717405394,,,,,,,,,
Lee Wu-jong,South Korean,723064614,,,,,,,,,
Yu In-chon,South Korean,760062536,,,,,,,,,
Kim Wan-ju,South Korean,770622878,,,,,,,,,
Park Yong-jin,South Korean,770623036,,,,,,,,,
Lee Jong-kul,South Korean,770757174,,,,,,,,,
Kim Hyun-jong,South Korean,770760118,,,,,,,,,
Shin Ki-ha,South Korean,774367693,,,,,,,,,
Lee Chunhee,South Korean,775234175,,,,,,,,,
Ahn Dae-hee,South Korean,775458263,,,,,,,,,
Ahn Gyu-baek,South Korean,775458608,,,,,,,,,
Park Hong-keun,South Korean,775458639,,,,,,,,,
Ahn Sang-yeong,South Korean,777008205,,,,,,,,,
Jang Deok-jin,South Korean,777070214,,,,,,,,,
Kim Jae-soon,South Korean,778915319,,,,,,,,,
Kim Jin-sun,South Korean,778916810,,,,,,,,,
Kim Il-ung,South Korean,779544705,,,,,,,,,
Koo Kyo-hyun,South Korean,779544873,,,,,,,,,
Ji Sang-wook,South Korean,780227423,,,,,,,,,
Chung Hong-won,South Korean,781133659,,,,,,,,,
Kim Byong-joon,South Korean,781134255,,,,,,,,,
Hong Ihk-pyo,South Korean,782498395,,,,,,,,,
Jeon Soon-ok,South Korean,782649404,,,,,,,,,
Lee Hae-chan,South Korean,785317852,,,,,,,,,
Yu Myung-hwan,South Korean,790178486,,,,,,,,,
Yoon Young-kwan,South Korean,790178940,,,,,,,,,
Yoon Jeung-hyun,South Korean,790179508,,,,,,,,,
Suh Sang-chul,South Korean,790180349,,,,,,,,,
Bak Maeng-woo,South Korean,790471224,,,,,,,,,
Lee Wan-koo,South Korean,791389950,,,,,,,,,
Kim Chang-ryong,South Korean,792037093,,,,,,,,,
Yun Duk-min,South Korean,794638210,,,,,,,,,
Cheong Yang-seog,South Korean,795546187,,,,,,,,,
Chin Young,South Korean,795546191,,,,,,,,,
Kim Kwan-yong,South Korean,795546228,,,,,,,,,
Lee Hahn-koo,South Korean,795546245,,,,,,,,,
Lee Jung-hyun (politician),South Korean,795546256,,,,,,,,,
Kim Chong-hoh,South Korean,797806095,,,,,,,,,
Chung Ho-yong,South Korean,798295710,,,,,,,,,
Lee Jae-myung,South Korean,798611948,,,,,,,,,
Lee Nak-hoon,South Korean,799083872,,,,,,,,,
Yoo Il-ho,South Korean,799945764,,,,,,,,,
Park Young-sun,South Korean,800258105,,,,,,,,,
Kwon Young-ghil,South Korean,800896932,,,,,,,,,
In Jae-keun,South Korean,800896981,,,,,,,,,
Kang Kum-sil,South Korean,802728876,,,,,,,,,
Park Yong-ok,South Korean,802955917,,,,,,,,,
Jeon Hye-sook,South Korean,803383030,,,,,,,,,
Kim Un-yong,South Korean,803838269,,,,,,,,,
Sim Sang-jung,South Korean,804816596,,,,,,,,,
Kim So-yeon (activist),South Korean,804817210,,,,,,,,,
Yi Yun-yong,South Korean,804962117,,,,,,,,,
Byeon Yeong-tae,South Korean,804962160,,,,,,,,,
Lee Beom-seok (foreign minister),South Korean,804962170,,,,,,,,,
Yoo Chang-soon,South Korean,804968129,,,,,,,,,
Lee Hyun-jae,South Korean,804968364,,,,,,,,,
Hyun Soong-jong,South Korean,804968483,,,,,,,,,
Yun Byung-se,South Korean,804971432,,,,,,,,,
Kim Sung-hwan (politician),South Korean,804971477,,,,,,,,,
Kim Suk-soo,South Korean,804971686,,,,,,,,,
Kim Hwang-sik,South Korean,804971888,,,,,,,,,
Chang Sang,South Korean,804972263,,,,,,,,,
Chang Taek-sang,South Korean,805053478,,,,,,,,,
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,,,,,,,,,
Lim Su-kyung,South Korean,805293256,,,,,,,,,
Ki Dong-min,South Korean,805956890,,,,,,,,,
Shin Sung-mo,South Korean,805991409,,,,,,,,,
Chun Jung-bae,South Korean,806073279,,,,,,,,,
"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,,,,,,,,,
Han Duck-soo,South Korean,806124709,,,,,,,,,
Roh Tae-woo,South Korean,806145466,,,,,,,,,
Han Myeong-sook,South Korean,806182207,,,,,,,,,
Choo Mi-ae,South Korean,806184478,,,,,,,,,
Na Kyung-won,South Korean,806319565,,,,,,,,,
Min Byung-doo,South Korean,806399005,,,,,,,,,
Choe Kwang-shik,South Korean,806439224,,,,,,,,,
Choi Kyu-hah,South Korean,806462613,,,,,,,,,
Won Sei-hoon,South Korean,806511942,,,,,,,,,
Won Yoo-chul,South Korean,806512047,,,,,,,,,
Kim Boo-kyum,South Korean,806555857,,,,,,,,,
Baek Du-jin,South Korean,806590508,,,,,,,,,
"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,,,,,,,,,
Park Chung-hee,South Korean,806801805,,,,,,,,,
Chun Doo-hwan,South Korean,806846283,,,,,,,,,
Roh Moo-hyun,South Korean,806852494,,,,,,,,,
Lee Jung-hee,South Korean,807021657,,,,,,,,,
Song Yo-chan,South Korean,807029190,,,,,,,,,
Kitack Lim,South Korean,807057020,,,,,,,,,
Park Geun-hye,South Korean,807060237,,,,,,,,,
Do Jong-hwan,South Korean,807122658,,,,,,,,,
Assassination of Park Chung-hee,South Korean,807142261,,,,,,,,,
Geum Min,South Korean,807404528,,,,,,,,,
Nam Duck-woo,South Korean,807423123,,,,,,,,,
Toluono Feti,Samoan,671515606,,,,,,,,,
James Ah Koy,Samoan,704919844,,,,,,,,,
Va'aelua Eti Alesana,Samoan,705218371,,,,,,,,,
Misa Telefoni Retzlaff,Samoan,706207837,,,,,,,,,
Luagalau Levaula Kamu,Samoan,706804758,,,,,,,,,
Leafa Vitale,Samoan,706837234,,,,,,,,,
Niko Lee Hang,Samoan,707525246,,,,,,,,,
Tuu'u Anasi'i Leota,Samoan,707525315,,,,,,,,,
Tuiloma Pule Lameko,Samoan,707750982,,,,,,,,,
Laauli Leuatea Polataivao,Samoan,714244543,,,,,,,,,
To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173,,,,,,,,,
Namulau’ulu Vavae Tuilagi,Samoan,718995854,,,,,,,,,
Lefau Harry Schuster,Samoan,719691980,,,,,,,,,
Tuitama Talalelei Tuitama,Samoan,723152770,,,,,,,,,
Le Mamea Matatumua Ata,Samoan,726724077,,,,,,,,,
Tole’afoa Solomona To’ailoa,Samoan,726724455,,,,,,,,,
Lealailepule Rimoni Aiafi,Samoan,738999542,,,,,,,,,
Va'ai Papu Vailupe,Samoan,739170575,,,,,,,,,
Palusalue Fa’apo II,Samoan,739170586,,,,,,,,,
Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620,,,,,,,,,
A'eau Peniamina,Samoan,739170646,,,,,,,,,
Patu Ativalu,Samoan,739170663,,,,,,,,,
Sua Sulu'ape Paulo II,Samoan,740773350,,,,,,,,,
Asiata Sale'imoa Va'ai,Samoan,745204530,,,,,,,,,
Aiono Nonumalo Sofara,Samoan,748298776,,,,,,,,,
Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437,,,,,,,,,
Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510,,,,,,,,,
Matatumua Maimoana,Samoan,757107378,,,,,,,,,
Laulu Fetauimalemau Mata'afa,Samoan,757107952,,,,,,,,,
Fiame Naomi Mata'afa,Samoan,757562316,,,,,,,,,
Safuneitu'uga Pa'aga Neri,Samoan,757616961,,,,,,,,,
Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501,,,,,,,,,
Tuala Ainiu Iusitino,Samoan,762572848,,,,,,,,,
Paul Alan Cox,Samoan,767363297,,,,,,,,,
Tuala Falenaoti Tiresa Malietoa,Samoan,771267864,,,,,,,,,
Toi Aukuso Cain,Samoan,771651038,,,,,,,,,
Muagututagata Peter Ah Him,Samoan,780759402,,,,,,,,,
Sua Rimoni Ah Chong,Samoan,782134923,,,,,,,,,
Luamanuvao Winnie Laban,Samoan,782465136,,,,,,,,,
Order of Merit of Samoa,Samoan,782768517,,,,,,,,,
Sapa'u Ruperake Petaia,Samoan,783679600,,,,,,,,,
Le Mamea Ropati,Samoan,784413731,,,,,,,,,
Tui Manuʻa Elisala,Samoan,785553682,,,,,,,,,
Mata'afa,Samoan,786776338,,,,,,,,,
Polataivao Fosi,Samoan,787519332,,,,,,,,,
Tony Tuimavave,Samoan,788649434,,,,,,,,,
Tuimaleali'ifano,Samoan,791884820,,,,,,,,,
Dave Solomon (rugby),Samoan,793129536,,,,,,,,,
Va'ai Kolone,Samoan,793294077,,,,,,,,,
Tamaseu Leni Warren,Samoan,793926721,,,,,,,,,
Mata'afa Iosefo,Samoan,794202189,,,,,,,,,
Ale Vena Ale,Samoan,796309750,,,,,,,,,
Keneti Sio,Samoan,796377891,,,,,,,,,
Prime Minister of Samoa,Samoan,797760961,,,,,,,,,
Tupua Tamasese Lealofi IV,Samoan,798166885,,,,,,,,,
Tofilau Eti Alesana,Samoan,798166951,,,,,,,,,
Aiono Fanaafi Le Tagaloa,Samoan,798494387,,,,,,,,,
Le Tagaloa Pita,Samoan,798807561,,,,,,,,,
Aveau Niko Palamo,Samoan,801057378,,,,,,,,,
Mark Gosche,Samoan,801142102,,,,,,,,,
Lauaki Namulauulu Mamoe,Samoan,801175876,,,,,,,,,
Tufuga Efi,Samoan,801182300,,,,,,,,,
Salamasina,Samoan,801186581,,,,,,,,,
Tupua Tamasese Meaʻole,Samoan,801213484,,,,,,,,,
Emma Kruse Va'ai,Samoan,801564093,,,,,,,,,
Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,,,,,,,,,
Tupua Tamasese,Samoan,801746626,,,,,,,,,
Tupua Tamasese Lealofi III,Samoan,801944573,,,,,,,,,
Olaf Frederick Nelson,Samoan,802011301,,,,,,,,,
Va'aletoa Sualauvi II,Samoan,802218035,,,,,,,,,
Faumuina Tiatia Liuga,Samoan,802850235,,,,,,,,,
Malietoa Tanumafili II,Samoan,804303257,,,,,,,,,
Fuimaono Naoia Tei,Samoan,804379271,,,,,,,,,
Fuiono Senio,Samoan,804379277,,,,,,,,,
O le Ao o le Malo,Samoan,806055721,,,,,,,,,
William Sio,Samoan,807177019,,,,,,,,,
Speaker of the Legislative Assembly of Montserrat,Montserratian,674919905,,,,,,,,,
Peter Waterworth,Montserratian,712713704,,,,,,,,,
Christopher J. Turner,Montserratian,719256142,,,,,,,,,
Howard Fergus,Montserratian,725980651,,,,,,,,,
Ashley Greenwood,Montserratian,737169369,,,,,,,,,
Teresina Bodkin,Montserratian,757086597,,,,,,,,,
Shirley Osborne,Montserratian,757086621,,,,,,,,,
Adrian Davis (governor),Montserratian,762009545,,,,,,,,,
David G. P. Taylor,Montserratian,768679602,,,,,,,,,
Sarita Francis,Montserratian,770131970,,,,,,,,,
David Brandt (politician),Montserratian,771351774,,,,,,,,,
Bertrand Osborne,Montserratian,771351955,,,,,,,,,
Percival Austin Bramble,Montserratian,771352057,,,,,,,,,
Winston Pond,Montserratian,781452925,,,,,,,,,
Mary Rose Tuitt,Montserratian,783821985,,,,,,,,,
Tony Longrigg,Montserratian,784856577,,,,,,,,,
Deborah Barnes-Jones,Montserratian,784875662,,,,,,,,,
William Henry Bramble,Montserratian,788976365,,,,,,,,,
John Kemys Spencer-Churchill,Montserratian,789918293,,,,,,,,,
Reuben Meade,Montserratian,790614135,,,,,,,,,
Wilfred Bennett Davidson-Houston,Montserratian,791981452,,,,,,,,,
Elizabeth Carriere,Montserratian,793896767,,,,,,,,,
"Government House, Montserrat",Montserratian,798265888,,,,,,,,,
Donaldson Romeo,Montserratian,799317293,,,,,,,,,
Premier of Montserrat,Montserratian,801175821,,,,,,,,,
Governor of Montserrat,Montserratian,806415676,,,,,,,,,
Tony Abbott (governor),Montserratian,806730593,,,,,,,,,
Chairman of the Island Council (Pitcairn),Pitcairn Islands,680532939,,,,,,,,,
Edgar Allen Christian,Pitcairn Islands,715823848,,,,,,,,,
Frederick Martin Christian,Pitcairn Islands,715823876,,,,,,,,,
John Lorenzo Christian,Pitcairn Islands,715823908,,,,,,,,,
Benjamin Stanley Young,Pitcairn Islands,717259837,,,,,,,,,
Edward Quintal,Pitcairn Islands,717338734,,,,,,,,,
Arthur Quintal I,Pitcairn Islands,717340951,,,,,,,,,
Fletcher Christian II,Pitcairn Islands,717340996,,,,,,,,,
Moses Young,Pitcairn Islands,717341064,,,,,,,,,
Matthew McCoy (Magistrate),Pitcairn Islands,717345596,,,,,,,,,
Arthur Quintal II,Pitcairn Islands,717346443,,,,,,,,,
Charles Christian II,Pitcairn Islands,717350782,,,,,,,,,
Norris Henry Young,Pitcairn Islands,717867039,,,,,,,,,
Arthur Galsworthy,Pitcairn Islands,719706841,,,,,,,,,
Jonathan Sinclair,Pitcairn Islands,731458576,,,,,,,,,
Simon Young (magistrate),Pitcairn Islands,748179514,,,,,,,,,
Brian Young (magistrate),Pitcairn Islands,749046736,,,,,,,,,
Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749,,,,,,,,,
George Fergusson (diplomat),Pitcairn Islands,754790610,,,,,,,,,
James Russell McCoy,Pitcairn Islands,754935959,,,,,,,,,
Matthew Edmond McCoy,Pitcairn Islands,754935982,,,,,,,,,
Richard Fell,Pitcairn Islands,764601118,,,,,,,,,
William Alfred Young,Pitcairn Islands,779056744,,,,,,,,,
Governor of Pitcairn,Pitcairn Islands,782764117,,,,,,,,,
Martin Williams (diplomat),Pitcairn Islands,783746509,,,,,,,,,
David Aubrey Scott,Pitcairn Islands,785508390,,,,,,,,,
Harold Smedley,Pitcairn Islands,788318957,,,,,,,,,
List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,,,,,,,,,
Betty Christian,Pitcairn Islands,791265995,,,,,,,,,
Meralda Warren,Pitcairn Islands,794905581,,,,,,,,,
Victoria Treadell,Pitcairn Islands,795649021,,,,,,,,,
Charles Richard Parkin Christian,Pitcairn Islands,796203049,,,,,,,,,
Warren Clive Christian,Pitcairn Islands,796203180,,,,,,,,,
Jay Warren,Pitcairn Islands,796203252,,,,,,,,,
Robert Alston,Pitcairn Islands,796592041,,,,,,,,,
Butterworth Stavely,Pitcairn Islands,797221428,,,,,,,,,
Gerard Bromley Robert Christian,Pitcairn Islands,799551777,,,,,,,,,
Ivan Christian,Pitcairn Islands,799551778,,,,,,,,,
Pervis Ferris Young,Pitcairn Islands,799551779,,,,,,,,,
Thursday October Christian II,Pitcairn Islands,799551780,,,,,,,,,
Brenda Christian,Pitcairn Islands,799551784,,,,,,,,,
Shawn Christian (mayor),Pitcairn Islands,800137512,,,,,,,,,
List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,,,,,,,,,
Earl Asim Martin,Saint Kitts and Nevis,687127320,,,,,,,,,
Paul Southwell,Saint Kitts and Nevis,703666654,,,,,,,,,
Lee Moore (politician),Saint Kitts and Nevis,709078753,,,,,,,,,
Joseph Parry (politician),Saint Kitts and Nevis,709078817,,,,,,,,,
Robert James Dugu Gordon,Saint Kitts and Nevis,710428915,,,,,,,,,
Sam Condor,Saint Kitts and Nevis,720360218,,,,,,,,,
Joseph Nathaniel France,Saint Kitts and Nevis,720572188,,,,,,,,,
Shawn Richards,Saint Kitts and Nevis,723892438,,,,,,,,,
Patrice Nisbett,Saint Kitts and Nevis,737165159,,,,,,,,,
Premier of Nevis,Saint Kitts and Nevis,757950077,,,,,,,,,
Vance Amory,Saint Kitts and Nevis,774778329,,,,,,,,,
Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259,,,,,,,,,
Ada Mae Edwards,Saint Kitts and Nevis,779378782,,,,,,,,,
Constance V. Mitcham,Saint Kitts and Nevis,779379168,,,,,,,,,
Marcella Liburd,Saint Kitts and Nevis,783358108,,,,,,,,,
Mark Brantley,Saint Kitts and Nevis,784208810,,,,,,,,,
Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501,,,,,,,,,
Clement Arrindell,Saint Kitts and Nevis,788231533,,,,,,,,,
Tapley Seaton,Saint Kitts and Nevis,792406694,,,,,,,,,
Konris Maynard,Saint Kitts and Nevis,794794927,,,,,,,,,
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,,,,,,,,,
Simeon Daniel,Saint Kitts and Nevis,797053483,,,,,,,,,
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,,,,,,,,,
Kennedy Simmonds,Saint Kitts and Nevis,798766032,,,,,,,,,
Timothy Harris,Saint Kitts and Nevis,799339256,,,,,,,,,
Ouboutou Tegremante,Saint Kitts and Nevis,799930780,,,,,,,,,
Eustace John,Saint Kitts and Nevis,802273418,,,,,,,,,
Denzil Douglas,Saint Kitts and Nevis,804081241,,,,,,,,,
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,,,,,,,,,
Cuthbert Sebastian,Saint Kitts and Nevis,804942241,,,,,,,,,
List of mayors of Radoviš,Macedonia,690088836,,,,,,,,,
Trifun Kostovski,Macedonia,711339559,,,,,,,,,
Dimitar Dimitrov (writer),Macedonia,714327408,,,,,,,,,
Jagnula Kunovska,Macedonia,715648720,,,,,,,,,
Stevo Pendarovski,Macedonia,717927538,,,,,,,,,
Gordan Georgiev,Macedonia,724075817,,,,,,,,,
Slobodan Čašule,Macedonia,724421215,,,,,,,,,
Spiro Ristovski,Macedonia,724502588,,,,,,,,,
Valon Saracini,Macedonia,725551017,,,,,,,,,
Mile Zechevikj,Macedonia,725560890,,,,,,,,,
Nikola Spasovski,Macedonia,725570133,,,,,,,,,
Vančo Šontevski,Macedonia,725570918,,,,,,,,,
Risto Gjorgjiev,Macedonia,725570977,,,,,,,,,
Vlado Misajlovski,Macedonia,725577168,,,,,,,,,
Ksente Bogoev,Macedonia,728545577,,,,,,,,,
Ferdinand Odžakov,Macedonia,736545789,,,,,,,,,
Slobodan Bogoevski,Macedonia,738375479,,,,,,,,,
Ministry of Environment and Physical Planning,Macedonia,738431228,,,,,,,,,
Vangel Ajanovski-Oče,Macedonia,751054819,,,,,,,,,
Emil Kirjas,Macedonia,756341426,,,,,,,,,
Abdylaqim Ademi,Macedonia,762110004,,,,,,,,,
Dobri Veličkovski,Macedonia,763061803,,,,,,,,,
Stanko Mladenovski,Macedonia,764411930,,,,,,,,,
Siljan Avramovski,Macedonia,765551331,,,,,,,,,
Goran Mitevski,Macedonia,771736771,,,,,,,,,
Stevčo Jakimovski,Macedonia,774773036,,,,,,,,,
Mile Janakieski,Macedonia,774773200,,,,,,,,,
Ilija Dimovski,Macedonia,779048199,,,,,,,,,
Todor Petrov,Macedonia,780424320,,,,,,,,,
Metodija Andonov-Čento,Macedonia,781819701,,,,,,,,,
Vera Aceva,Macedonia,783955998,,,,,,,,,
Dragan Bogdanovski,Macedonia,784214010,,,,,,,,,
Ljupco Andonovski,Macedonia,786138077,,,,,,,,,
Abdilaqim Ademi,Macedonia,787391041,,,,,,,,,
Timco Mucunski,Macedonia,787914897,,,,,,,,,
Gabriela Konevska-Trajkovska,Macedonia,787991725,,,,,,,,,
Ilinka Mitreva,Macedonia,787991780,,,,,,,,,
Igor Džundev,Macedonia,788000145,,,,,,,,,
Ljube Boškoski,Macedonia,788026057,,,,,,,,,
Zoran Veruševski,Macedonia,788727080,,,,,,,,,
Andrej Žernovski,Macedonia,789073582,,,,,,,,,
Mincho Jordanov,Macedonia,790065914,,,,,,,,,
Gordana Jankuloska,Macedonia,790422718,,,,,,,,,
Sašo Mijalkov,Macedonia,790441999,,,,,,,,,
Maksim Dimitrievski,Macedonia,791059536,,,,,,,,,
Bojan Bojanovski,Macedonia,791879937,,,,,,,,,
Boris Trajkovski,Macedonia,791970429,,,,,,,,,
Mirvan Xhemaili,Macedonia,791991542,,,,,,,,,
Branko Crvenkovski,Macedonia,792146742,,,,,,,,,
Bujar Osmani,Macedonia,792571494,,,,,,,,,
Zoran Stavreski,Macedonia,795362031,,,,,,,,,
Adnan Jashari,Macedonia,797194590,,,,,,,,,
Radmila Šekerinska,Macedonia,797194679,,,,,,,,,
Džordže Arsov,Macedonia,800739330,,,,,,,,,
Savo Klimovski,Macedonia,801846630,,,,,,,,,
Alajdin Demiri,Macedonia,803102189,,,,,,,,,
President of Macedonia,Macedonia,804647547,,,,,,,,,
Kiro Gligorov,Macedonia,804752356,,,,,,,,,
